id,gene,gene_link,full_name,diseases,diseases_link,no_of_snps
1189,MBL2,https://www.snpedia.com/index.php/MBL2,"mannose-binding lectin (protein C) 2, soluble",MBL2,http://diseases.jensenlab.org/Search?query=MBL2,32
1190,MC1R,https://www.snpedia.com/index.php/MC1R,melanocortin 1 receptor (alpha melanocyte stimulating hormone receptor),MC1R,http://diseases.jensenlab.org/Search?query=MC1R,20
1191,MC2R,https://www.snpedia.com/index.php/MC2R,melanocortin 2 receptor (adrenocorticotropic hormone),MC2R,http://diseases.jensenlab.org/Search?query=MC2R,7
1192,MC3R,https://www.snpedia.com/index.php/MC3R,melanocortin 3 receptor,MC3R,http://diseases.jensenlab.org/Search?query=MC3R,3
1193,MC4R,https://www.snpedia.com/index.php/MC4R,melanocortin 4 receptor,MC4R,http://diseases.jensenlab.org/Search?query=MC4R,24
1194,MCM6,https://www.snpedia.com/index.php/MCM6,minichromosome maintenance complex component 6,MCM6,http://diseases.jensenlab.org/Search?query=MCM6,152
1195,MCM8,https://www.snpedia.com/index.php/MCM8,minichromosome maintenance complex component 8,MCM8,http://diseases.jensenlab.org/Search?query=MCM8,53
1196,MCOLN1,https://www.snpedia.com/index.php/MCOLN1,null,MCOLN1,http://diseases.jensenlab.org/Search?query=MCOLN1,12
1197,MCT8,https://www.snpedia.com/index.php/MCT8,null,MCT8,http://diseases.jensenlab.org/Search?query=MCT8,9
1198,MDGA1,https://www.snpedia.com/index.php/MDGA1,MAM domain containing glycosylphosphatidylinositol anchor 1,MDGA1,http://diseases.jensenlab.org/Search?query=MDGA1,22
1199,MDGA2,https://www.snpedia.com/index.php/MDGA2,MAM domain containing glycosylphosphatidylinositol anchor 2,MDGA2,http://diseases.jensenlab.org/Search?query=MDGA2,10
1200,MDM2,https://www.snpedia.com/index.php/MDM2,Mdm2 p53 binding protein homolog (mouse),MDM2,http://diseases.jensenlab.org/Search?query=MDM2,3
1201,MDM4,https://www.snpedia.com/index.php/MDM4,"MDM4, p53 regulator",MDM4,http://diseases.jensenlab.org/Search?query=MDM4,7
1202,MECP2,https://www.snpedia.com/index.php/MECP2,methyl CpG binding protein 2,MECP2,http://diseases.jensenlab.org/Search?query=MECP2,338
1203,MECR,https://www.snpedia.com/index.php/MECR,null,MECR,http://diseases.jensenlab.org/Search?query=MECR,6
1204,MEF2C,https://www.snpedia.com/index.php/MEF2C,null,MEF2C,http://diseases.jensenlab.org/Search?query=MEF2C,30
1205,MEFV,https://www.snpedia.com/index.php/MEFV,Mediterranean fever,MEFV,http://diseases.jensenlab.org/Search?query=MEFV,43
1206,MEIS1,https://www.snpedia.com/index.php/MEIS1,Meis homeobox 1,MEIS1,http://diseases.jensenlab.org/Search?query=MEIS1,10
1207,MEN1,https://www.snpedia.com/index.php/MEN1,multiple endocrine neoplasia I,MEN1,http://diseases.jensenlab.org/Search?query=MEN1,147
1208,MET,https://www.snpedia.com/index.php/MET,met proto-oncogene (hepatocyte growth factor receptor),MET,http://diseases.jensenlab.org/Search?query=MET,37
1209,METTL23,https://www.snpedia.com/index.php/METTL23,methyltransferase like 23,METTL23,http://diseases.jensenlab.org/Search?query=METTL23,6
1210,MFN2,https://www.snpedia.com/index.php/MFN2,mitofusin 2,MFN2,http://diseases.jensenlab.org/Search?query=MFN2,60
1211,MFSD8,https://www.snpedia.com/index.php/MFSD8,major facilitator superfamily domain containing 8,MFSD8,http://diseases.jensenlab.org/Search?query=MFSD8,21
1212,MGLL,https://www.snpedia.com/index.php/MGLL,monoglyceride lipase,MGLL,http://diseases.jensenlab.org/Search?query=MGLL,1
1213,MGMT,https://www.snpedia.com/index.php/MGMT,null,MGMT,http://diseases.jensenlab.org/Search?query=MGMT,15
1214,MGST1,https://www.snpedia.com/index.php/MGST1,microsomal glutathione S-transferase 1,MGST1,http://diseases.jensenlab.org/Search?query=MGST1,1
1215,MIB1,https://www.snpedia.com/index.php/MIB1,mindbomb E3 ubiquitin protein ligase 1,MIB1,http://diseases.jensenlab.org/Search?query=MIB1,5
1216,MICA,https://www.snpedia.com/index.php/MICA,MHC class I polypeptide-related sequence A,MICA,http://diseases.jensenlab.org/Search?query=MICA,16
1217,MIR1185-2,https://www.snpedia.com/index.php/MIR1185-2,microRNA 1185-2,MIR1185-2,http://diseases.jensenlab.org/Search?query=MIR1185-2,1
1218,MIR4761,https://www.snpedia.com/index.php/MIR4761,null,MIR4761,http://diseases.jensenlab.org/Search?query=MIR4761,12
1219,MIR662,https://www.snpedia.com/index.php/MIR662,null,MIR662,http://diseases.jensenlab.org/Search?query=MIR662,2
1220,MIR6766,https://www.snpedia.com/index.php/MIR6766,null,MIR6766,http://diseases.jensenlab.org/Search?query=MIR6766,10
1221,MIR96,https://www.snpedia.com/index.php/MIR96,microRNA 96,MIR96,http://diseases.jensenlab.org/Search?query=MIR96,4
1222,MITF,https://www.snpedia.com/index.php/MITF,microphthalmia-associated transcription factor,MITF,http://diseases.jensenlab.org/Search?query=MITF,17
1223,MKLN1,https://www.snpedia.com/index.php/MKLN1,"muskelin 1, intracellular mediator containing kelch motifs",MKLN1,http://diseases.jensenlab.org/Search?query=MKLN1,4
1224,MLH1,https://www.snpedia.com/index.php/MLH1,"mutL homolog 1, colon cancer, nonpolyposis type 2 (E. coli)",MLH1,http://diseases.jensenlab.org/Search?query=MLH1,596
1225,MLH3,https://www.snpedia.com/index.php/MLH3,mutL homolog 3 (E. coli),MLH3,http://diseases.jensenlab.org/Search?query=MLH3,14
1226,MLLT10,https://www.snpedia.com/index.php/MLLT10,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 10",MLLT10,http://diseases.jensenlab.org/Search?query=MLLT10,4
1227,MMAA,https://www.snpedia.com/index.php/MMAA,methylmalonic aciduria (cobalamin deficiency) cblA type,MMAA,http://diseases.jensenlab.org/Search?query=MMAA,21
1228,MMAB,https://www.snpedia.com/index.php/MMAB,methylmalonic aciduria (cobalamin deficiency) cblB type,MMAB,http://diseases.jensenlab.org/Search?query=MMAB,28
1229,MMACHC,https://www.snpedia.com/index.php/MMACHC,"methylmalonic aciduria (cobalamin deficiency) cblC type, with homocystinuria",MMACHC,http://diseases.jensenlab.org/Search?query=MMACHC,26
1230,MMADHC,https://www.snpedia.com/index.php/MMADHC,"methylmalonic aciduria (cobalamin deficiency) cblD type, with homocystinuria",MMADHC,http://diseases.jensenlab.org/Search?query=MMADHC,16
1231,MME,https://www.snpedia.com/index.php/MME,membrane metallo-endopeptidase,MME,http://diseases.jensenlab.org/Search?query=MME,12
1232,MMEL1,https://www.snpedia.com/index.php/MMEL1,membrane metallo-endopeptidase-like 1,MMEL1,http://diseases.jensenlab.org/Search?query=MMEL1,3
1233,MMP1,https://www.snpedia.com/index.php/MMP1,matrix metallopeptidase 1 (interstitial collagenase),MMP1,http://diseases.jensenlab.org/Search?query=MMP1,13
1234,MMP11,https://www.snpedia.com/index.php/MMP11,matrix metallopeptidase 11 (stromelysin 3),MMP11,http://diseases.jensenlab.org/Search?query=MMP11,5
1235,MMP12,https://www.snpedia.com/index.php/MMP12,matrix metallopeptidase 12 (macrophage elastase),MMP12,http://diseases.jensenlab.org/Search?query=MMP12,7
1236,MMP13,https://www.snpedia.com/index.php/MMP13,matrix metallopeptidase 13 (collagenase 3),MMP13,http://diseases.jensenlab.org/Search?query=MMP13,13
1237,MMP2,https://www.snpedia.com/index.php/MMP2,"matrix metallopeptidase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MMP2,http://diseases.jensenlab.org/Search?query=MMP2,24
1238,MMP3,https://www.snpedia.com/index.php/MMP3,"matrix metallopeptidase 3 (stromelysin 1, progelatinase)",MMP3,http://diseases.jensenlab.org/Search?query=MMP3,11
1239,MMP7,https://www.snpedia.com/index.php/MMP7,"matrix metallopeptidase 7 (matrilysin, uterine)",MMP7,http://diseases.jensenlab.org/Search?query=MMP7,5
1240,MMP9,https://www.snpedia.com/index.php/MMP9,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MMP9,http://diseases.jensenlab.org/Search?query=MMP9,20
1241,MOCS1,https://www.snpedia.com/index.php/MOCS1,molybdenum cofactor synthesis 1,MOCS1,http://diseases.jensenlab.org/Search?query=MOCS1,10
1242,MOCS2,https://www.snpedia.com/index.php/MOCS2,molybdenum cofactor synthesis 2,MOCS2,http://diseases.jensenlab.org/Search?query=MOCS2,10
1243,MPL,https://www.snpedia.com/index.php/MPL,myeloproliferative leukemia virus oncogene,MPL,http://diseases.jensenlab.org/Search?query=MPL,19
1244,MPO,https://www.snpedia.com/index.php/MPO,myeloperoxidase,MPO,http://diseases.jensenlab.org/Search?query=MPO,13
1245,MPP2,https://www.snpedia.com/index.php/MPP2,"membrane protein, palmitoylated 2 (MAGUK p55 subfamily member 2)",MPP2,http://diseases.jensenlab.org/Search?query=MPP2,1
1246,MPZ,https://www.snpedia.com/index.php/MPZ,myelin protein zero,MPZ,http://diseases.jensenlab.org/Search?query=MPZ,69
1247,MRAP2,https://www.snpedia.com/index.php/MRAP2,melanocortin 2 receptor accessory protein 2,MRAP2,http://diseases.jensenlab.org/Search?query=MRAP2,0
1248,MRE11A,https://www.snpedia.com/index.php/MRE11A,MRE11 meiotic recombination 11 homolog A (S. cerevisiae),MRE11A,http://diseases.jensenlab.org/Search?query=MRE11A,52
1249,MRPL3,https://www.snpedia.com/index.php/MRPL3,null,MRPL3,http://diseases.jensenlab.org/Search?query=MRPL3,1
1250,MRS2,https://www.snpedia.com/index.php/MRS2,MRS2 magnesium transporter,MRS2,http://diseases.jensenlab.org/Search?query=MRS2,2
1251,MSANTD1,https://www.snpedia.com/index.php/MSANTD1,Myb/SANT DNA binding domain containing 1,MSANTD1,http://diseases.jensenlab.org/Search?query=MSANTD1,1
1252,MSH2,https://www.snpedia.com/index.php/MSH2,"mutS homolog 2, colon cancer, nonpolyposis type 1 (E. coli)",MSH2,http://diseases.jensenlab.org/Search?query=MSH2,562
1253,MSH3,https://www.snpedia.com/index.php/MSH3,mutS homolog 3 (E. coli),MSH3,http://diseases.jensenlab.org/Search?query=MSH3,10
1254,MSH5,https://www.snpedia.com/index.php/MSH5,mutS homolog 5 (E. coli),MSH5,http://diseases.jensenlab.org/Search?query=MSH5,10
1255,MSH6,https://www.snpedia.com/index.php/MSH6,mutS homolog 6 (E. coli),MSH6,http://diseases.jensenlab.org/Search?query=MSH6,424
1256,MSLN,https://www.snpedia.com/index.php/MSLN,null,MSLN,http://diseases.jensenlab.org/Search?query=MSLN,3
1257,MSMB,https://www.snpedia.com/index.php/MSMB,"microseminoprotein, beta-",MSMB,http://diseases.jensenlab.org/Search?query=MSMB,6
1258,MSRB3,https://www.snpedia.com/index.php/MSRB3,methionine sulfoxide reductase B3,MSRB3,http://diseases.jensenlab.org/Search?query=MSRB3,8
1259,MSTN,https://www.snpedia.com/index.php/MSTN,myostatin,MSTN,http://diseases.jensenlab.org/Search?query=MSTN,6
1260,MT-ATP6,https://www.snpedia.com/index.php/MT-ATP6,mitochondrially encoded ATP synthase 6,MT-ATP6,http://diseases.jensenlab.org/Search?query=MT-ATP6,11
1261,MT-ATP8,https://www.snpedia.com/index.php/MT-ATP8,mitochondrially encoded ATP synthase 8,MT-ATP8,http://diseases.jensenlab.org/Search?query=MT-ATP8,5
1262,MT-CO1,https://www.snpedia.com/index.php/MT-CO1,mitochondrially encoded cytochrome c oxidase I,MT-CO1,http://diseases.jensenlab.org/Search?query=MT-CO1,11
1263,MT-CO2,https://www.snpedia.com/index.php/MT-CO2,mitochondrially encoded cytochrome c oxidase II,MT-CO2,http://diseases.jensenlab.org/Search?query=MT-CO2,2
1264,MT-CO3,https://www.snpedia.com/index.php/MT-CO3,mitochondrially encoded cytochrome c oxidase III,MT-CO3,http://diseases.jensenlab.org/Search?query=MT-CO3,2
1265,MT-CYB,https://www.snpedia.com/index.php/MT-CYB,mitochondrially encoded cytochrome b,MT-CYB,http://diseases.jensenlab.org/Search?query=MT-CYB,15
1266,MT-ND1,https://www.snpedia.com/index.php/MT-ND1,mitochondrially encoded NADH dehydrogenase 1,MT-ND1,http://diseases.jensenlab.org/Search?query=MT-ND1,41
1267,MT-ND2,https://www.snpedia.com/index.php/MT-ND2,mitochondrially encoded NADH dehydrogenase 2,MT-ND2,http://diseases.jensenlab.org/Search?query=MT-ND2,11
1268,MT-ND3,https://www.snpedia.com/index.php/MT-ND3,mitochondrially encoded NADH dehydrogenase 3,MT-ND3,http://diseases.jensenlab.org/Search?query=MT-ND3,6
1269,MT-ND4,https://www.snpedia.com/index.php/MT-ND4,mitochondrially encoded NADH dehydrogenase 4,MT-ND4,http://diseases.jensenlab.org/Search?query=MT-ND4,23
1270,MT-ND4L,https://www.snpedia.com/index.php/MT-ND4L,mitochondrially encoded NADH 4L,MT-ND4L,http://diseases.jensenlab.org/Search?query=MT-ND4L,3
1271,MT-ND5,https://www.snpedia.com/index.php/MT-ND5,mitochondrially encoded NADH dehydrogenase 5,MT-ND5,http://diseases.jensenlab.org/Search?query=MT-ND5,14
1272,MT-ND6,https://www.snpedia.com/index.php/MT-ND6,mitochondrially encoded NADH dehydrogenase 6,MT-ND6,http://diseases.jensenlab.org/Search?query=MT-ND6,25
1273,MT-RNR1,https://www.snpedia.com/index.php/MT-RNR1,mitochondrially encoded 12S RNA,MT-RNR1,http://diseases.jensenlab.org/Search?query=MT-RNR1,4
1274,MT-RNR2,https://www.snpedia.com/index.php/MT-RNR2,mitochondrially encoded 16S RNA,MT-RNR2,http://diseases.jensenlab.org/Search?query=MT-RNR2,2
1275,MT-TA,https://www.snpedia.com/index.php/MT-TA,mitochondrially encoded tRNA alanine,MT-TA,http://diseases.jensenlab.org/Search?query=MT-TA,0
1276,MT-TC,https://www.snpedia.com/index.php/MT-TC,mitochondrially encoded tRNA cysteine,MT-TC,http://diseases.jensenlab.org/Search?query=MT-TC,0
1277,MT-TD,https://www.snpedia.com/index.php/MT-TD,mitochondrially encoded tRNA aspartic acid,MT-TD,http://diseases.jensenlab.org/Search?query=MT-TD,0
1278,MT-TE,https://www.snpedia.com/index.php/MT-TE,mitochondrially encoded tRNA glutamic acid,MT-TE,http://diseases.jensenlab.org/Search?query=MT-TE,2
1279,MT-TF,https://www.snpedia.com/index.php/MT-TF,mitochondrially encoded tRNA phenylalanine,MT-TF,http://diseases.jensenlab.org/Search?query=MT-TF,0
1280,MT-TG,https://www.snpedia.com/index.php/MT-TG,mitochondrially encoded tRNA glycine,MT-TG,http://diseases.jensenlab.org/Search?query=MT-TG,0
1281,MT-TH,https://www.snpedia.com/index.php/MT-TH,mitochondrially encoded tRNA histidine,MT-TH,http://diseases.jensenlab.org/Search?query=MT-TH,0
1282,MT-TI,https://www.snpedia.com/index.php/MT-TI,mitochondrially encoded tRNA isoleucine,MT-TI,http://diseases.jensenlab.org/Search?query=MT-TI,2
1283,MT-TK,https://www.snpedia.com/index.php/MT-TK,mitochondrially encoded tRNA lysine,MT-TK,http://diseases.jensenlab.org/Search?query=MT-TK,0
1284,MT-TL1,https://www.snpedia.com/index.php/MT-TL1,mitochondrially encoded tRNA leucine 1 (UUA/G),MT-TL1,http://diseases.jensenlab.org/Search?query=MT-TL1,0
1285,MT-TL2,https://www.snpedia.com/index.php/MT-TL2,mitochondrially encoded tRNA leucine 2 (CUN),MT-TL2,http://diseases.jensenlab.org/Search?query=MT-TL2,0
1286,MT-TM,https://www.snpedia.com/index.php/MT-TM,mitochondrially encoded tRNA methionine,MT-TM,http://diseases.jensenlab.org/Search?query=MT-TM,1
1287,MT-TN,https://www.snpedia.com/index.php/MT-TN,mitochondrially encoded tRNA asparagine,MT-TN,http://diseases.jensenlab.org/Search?query=MT-TN,0
1288,MT-TP,https://www.snpedia.com/index.php/MT-TP,mitochondrially encoded tRNA proline,MT-TP,http://diseases.jensenlab.org/Search?query=MT-TP,0
1289,MT-TQ,https://www.snpedia.com/index.php/MT-TQ,mitochondrially encoded tRNA glutamine,MT-TQ,http://diseases.jensenlab.org/Search?query=MT-TQ,0
1290,MT-TR,https://www.snpedia.com/index.php/MT-TR,mitochondrially encoded tRNA arginine,MT-TR,http://diseases.jensenlab.org/Search?query=MT-TR,0
1291,MT-TS1,https://www.snpedia.com/index.php/MT-TS1,mitochondrially encoded tRNA serine 1 (UCN),MT-TS1,http://diseases.jensenlab.org/Search?query=MT-TS1,0
1292,MT-TS2,https://www.snpedia.com/index.php/MT-TS2,mitochondrially encoded tRNA serine 2 (AGU/C),MT-TS2,http://diseases.jensenlab.org/Search?query=MT-TS2,1
1293,MT-TT,https://www.snpedia.com/index.php/MT-TT,mitochondrially encoded tRNA threonine,MT-TT,http://diseases.jensenlab.org/Search?query=MT-TT,0
1294,MT-TV,https://www.snpedia.com/index.php/MT-TV,mitochondrially encoded tRNA valine,MT-TV,http://diseases.jensenlab.org/Search?query=MT-TV,1
1295,MT-TW,https://www.snpedia.com/index.php/MT-TW,mitochondrially encoded tRNA tryptophan,MT-TW,http://diseases.jensenlab.org/Search?query=MT-TW,0
1296,MT-TY,https://www.snpedia.com/index.php/MT-TY,mitochondrially encoded tRNA tyrosine,MT-TY,http://diseases.jensenlab.org/Search?query=MT-TY,1
1297,MTHFD1,https://www.snpedia.com/index.php/MTHFD1,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1, methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthetase",MTHFD1,http://diseases.jensenlab.org/Search?query=MTHFD1,14
1298,MTHFD1L,https://www.snpedia.com/index.php/MTHFD1L,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like,MTHFD1L,http://diseases.jensenlab.org/Search?query=MTHFD1L,9
1299,MTHFR,https://www.snpedia.com/index.php/MTHFR,methylenetetrahydrofolate reductase (NAD(P)H),MTHFR,http://diseases.jensenlab.org/Search?query=MTHFR,83
1300,MTHFS,https://www.snpedia.com/index.php/MTHFS,"5,10-methenyltetrahydrofolate synthetase (5-formyltetrahydrofolate cyclo-ligase)",MTHFS,http://diseases.jensenlab.org/Search?query=MTHFS,1
1301,MTHFSD,https://www.snpedia.com/index.php/MTHFSD,methenyltetrahydrofolate synthetase domain containing,MTHFSD,http://diseases.jensenlab.org/Search?query=MTHFSD,0
1302,MTMR2,https://www.snpedia.com/index.php/MTMR2,null,MTMR2,http://diseases.jensenlab.org/Search?query=MTMR2,6
1303,MTNR1A,https://www.snpedia.com/index.php/MTNR1A,melatonin receptor 1A,MTNR1A,http://diseases.jensenlab.org/Search?query=MTNR1A,5
1304,MTNR1B,https://www.snpedia.com/index.php/MTNR1B,melatonin receptor 1B,MTNR1B,http://diseases.jensenlab.org/Search?query=MTNR1B,7
1305,MTOR,https://www.snpedia.com/index.php/MTOR,mechanistic target of rapamycin (serine/threonine kinase),MTOR,http://diseases.jensenlab.org/Search?query=MTOR,26
1306,MTR,https://www.snpedia.com/index.php/MTR,5-methyltetrahydrofolate-homocysteine methyltransferase,MTR,http://diseases.jensenlab.org/Search?query=MTR,20
1307,MTRR,https://www.snpedia.com/index.php/MTRR,5-methyltetrahydrofolate-homocysteine methyltransferase reductase,MTRR,http://diseases.jensenlab.org/Search?query=MTRR,19
1308,MTTP,https://www.snpedia.com/index.php/MTTP,microsomal triglyceride transfer protein,MTTP,http://diseases.jensenlab.org/Search?query=MTTP,16
1309,MUC1,https://www.snpedia.com/index.php/MUC1,"mucin 1, cell surface associated",MUC1,http://diseases.jensenlab.org/Search?query=MUC1,1
1310,MUC5AC,https://www.snpedia.com/index.php/MUC5AC,null,MUC5AC,http://diseases.jensenlab.org/Search?query=MUC5AC,0
1311,MUC5B,https://www.snpedia.com/index.php/MUC5B,null,MUC5B,http://diseases.jensenlab.org/Search?query=MUC5B,5
1312,MUT,https://www.snpedia.com/index.php/MUT,null,MUT,http://diseases.jensenlab.org/Search?query=MUT,116
1313,MUTYH,https://www.snpedia.com/index.php/MUTYH,mutY homolog (E. coli),MUTYH,http://diseases.jensenlab.org/Search?query=MUTYH,99
1314,MVK,https://www.snpedia.com/index.php/MVK,mevalonate kinase,MVK,http://diseases.jensenlab.org/Search?query=MVK,32
1315,MXRA5P1,https://www.snpedia.com/index.php/MXRA5P1,null,MXRA5P1,http://diseases.jensenlab.org/Search?query=MXRA5P1,3
1316,MYBPC3,https://www.snpedia.com/index.php/MYBPC3,"myosin binding protein C, cardiac",MYBPC3,http://diseases.jensenlab.org/Search?query=MYBPC3,537
1317,MYC,https://www.snpedia.com/index.php/MYC,v-myc avian myelocytomatosis viral oncogene homolog,MYC,http://diseases.jensenlab.org/Search?query=MYC,13
1318,MYCBP2,https://www.snpedia.com/index.php/MYCBP2,"MYC binding protein 2, E3 ubiquitin protein ligase",MYCBP2,http://diseases.jensenlab.org/Search?query=MYCBP2,1
1319,MYH11,https://www.snpedia.com/index.php/MYH11,"myosin, heavy chain 11, smooth muscle",MYH11,http://diseases.jensenlab.org/Search?query=MYH11,22
